uf,cidade,lat,lon
PI,INHUMA,-6.6694502,-41.7096008
PI,IPIRANGA DO PIAUÍ,-6.8240832,-41.7377279
PI,ISAÍAS COELHO,-7.7359201,-41.6765311
PI,ITAINÓPOLIS,-7.4483425,-41.4796645
PI,ITAUEIRA,-7.5991089,-43.0278778
PI,JACOBINA DO PIAUÍ,-7.9356495,-41.2106817
PI,JAICÓS,-7.3584791,-41.1446059
PI,JARDIM DO MULATO,-6.0953808,-42.636034
PI,JATOBÁ DO PIAUÍ,-4.7700202,-41.8181631
PI,JERUMENHA,-7.0880338,-43.5078454
PI,JOAQUIM PIRES,-3.5083129,-42.1925425
PI,JOCA MARQUES,-3.4986388,-42.4317729
PI,JOSÉ DE FREITAS,-4.7578357,-42.5763777
PI,JOÃO COSTA,-8.4887363,-42.4174704
PI,JUAZEIRO DO PIAUÍ,-5.1709582,-41.7070148
PI,JUREMA,-5.4435001,-42.1470309
PI,JÚLIO BORGES,-10.3273669,-44.2397326
PI,LAGOA ALEGRE,-4.5134956,-42.6234811
PI,LAGOA DE SÃO FRANCISCO,-4.3928921,-41.5988828
PI,LAGOA DO BARRO DO PIAUÍ,-8.4798938,-41.5295775
PI,LAGOA DO PIAUÍ,-5.4116544,-42.6450588
PI,LAGOA DO SÍTIO,-6.5169858,-41.5722134
PI,LAGOINHA DO PIAUÍ,-5.8324033,-42.6236706
PI,LANDRI SALES,-7.2609081,-43.9311019
PI,LUIS CORREIA,-2.8818164,-41.6658458
PI,LUZILÂNDIA,-3.4648887,-42.3689528
PI,MADEIRO,-3.4834038,-42.4994625
PI,MANOEL EMÍDIO,-8.0054022,-43.8730321
PI,MARCOLÂNDIA,-7.4404183,-40.6650972
PI,MARCOS PARENTE,-7.1216428,-43.8892251
PI,MASSAPÊ DO PIAUÍ,-7.4628039,-41.1260827
PI,MATIAS OLÍMPIO,-3.7150636,-42.5547925
PI,MIGUEL ALVES,-4.1730384,-42.8955677
PI,MIGUEL LEÃO,-5.681461,-42.7371703
PI,MILTON BRANDÃO,-4.7023518,-41.4473767
PI,MONSENHOR GIL,-5.5609098,-42.6127716
PI,MONSENHOR HIPÓLITO,-6.9972682,-41.029733
PI,MONTE ALEGRE DO PIAUÍ,-9.7483373,-45.3048117
PI,MORRO CABEÇA NO TEMPO,-9.7236848,-43.9037699
PI,MORRO DO CHAPÉU DO PIAUÍ,-3.7415834,-42.3117139
PI,MURICI DOS PORTELAS,-3.3222798,-42.0904339
PI,NAZARÉ DO PIAUÍ,-6.9709737,-42.6707675
PI,NAZÁRIA,-5.3512851,-42.8152823
PI,NOSSA SENHORA DE NAZARÉ,-4.6333634,-42.1716341
PI,NOSSA SENHORA DOS REMÉDIOS,-3.9792637,-42.6216791
PI,NOVA SANTA RITA,-8.0739703,-42.0504725
PI,NOVO ORIENTE DO PIAUÍ,-6.4504258,-41.9219571
PI,NOVO SANTO ANTÔNIO,-5.2870106,-41.9359942
PI,OEIRAS,-7.0174887,-42.1314478
PI,OLHO D'ÁGUA DO PIAUÍ,-5.8485456,-42.5737797
PI,PADRE MARCOS,-7.3534527,-40.9063953
PI,PAES LANDIM,-7.7781616,-42.2552274
PI,PAJEÚ DO PIAUÍ,-7.855242,-42.8220764
PI,PALMEIRA DO PIAUÍ,-8.7252097,-44.2355232
PI,PALMEIRAIS,-5.9761427,-43.0637158
PI,PAQUETÁ,-7.1041208,-41.7030366
PI,PARNAGUÁ,-10.2240273,-44.6374373
PI,PARNAÍBA,-2.9147515,-41.7661953
PI,PASSAGEM FRANCA DO PIAUÍ,-5.8574824,-42.4402452
PI,PATOS DO PIAUÍ,-7.6799549,-41.245425
PI,PAU D'ARCO DO PIAUÍ,-5.2522265,-42.3884018
PI,PAULISTANA,-8.1389174,-41.1380533
PI,PAVUSSU,-7.9646111,-43.2232032
PI,PEDRO II,-4.4252673,-41.458407
PI,PEDRO LAURENTINO,-8.0660549,-42.2874621
PI,PICOS,-7.0823544,-41.4685053
PI,PIMENTEIRAS,-6.2366098,-41.4192948
PI,PIO IX,-6.8351921,-40.6148654
PI,PIRACURUCA,-3.9304804,-41.7150099
PI,PIRIPIRI,-4.2732339,-41.7785173
PI,PORTO,-3.8929066,-42.7078344
PI,PORTO ALEGRE DO PIAUÍ,-6.9717253,-44.1965104
PI,PRATA DO PIAUÍ,-5.6692702,-42.2067899
PI,QUEIMADA NOVA,-8.5805141,-41.4173529
PI,REDENÇÃO DO GURGUÉIA,-9.4862001,-44.5840178
PI,REGENERAÇÃO,-6.231855,-42.6860897
PI,RIACHO FRIO,-10.1298278,-44.9527078
PI,RIBEIRA DO PIAUÍ,-7.6912987,-42.7130999
PI,RIBEIRO GONÇALVES,-7.5603126,-45.2417148
PI,RIO GRANDE DO PIAUÍ,-7.7767595,-43.140007
PI,SANTA CRUZ DO PIAUÍ,-7.1827307,-41.7657024
PI,SANTA CRUZ DOS MILAGRES,-5.8019654,-41.9590554
PI,SANTA FILOMENA,-9.1176912,-45.9199551
PI,SANTA LUZ,-4.6947404,-41.9074345
PI,SANTA ROSA DO PIAUÍ,-6.7983399,-42.2799407
PI,SANTANA DO PIAUÍ,-6.9458076,-41.5190275
PI,SANTO ANTÔNIO DE LISBOA,-6.9831426,-41.2283884
PI,SANTO ANTÔNIO DOS MILAGRES,-6.047544,-42.7117391
PI,SANTO INÁCIO DO PIAUÍ,-7.4224725,-41.9146001
PI,SEBASTIÃO BARROS,-10.8149125,-44.8330743
PI,SEBASTIÃO LEAL,-7.5679515,-44.0648363
PI,SIGEFREDO PACHECO,-4.9148779,-41.7304149
PI,SIMPLÍCIO MENDES,-7.860528,-41.9081183
PI,SIMÕES,-7.5970469,-40.8176003
PI,SOCORRO DO PIAUÍ,-7.8631876,-42.4994689
PI,SUSSUAPARA,-7.0110259,-41.3830041
PI,SÃO BRAZ DO PIAUÍ,-9.065002,-42.9982797
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,-8.237476,-41.686332
PI,SÃO FRANCISCO DO PIAUÍ,-7.2460489,-42.5414016
PI,SÃO FÉLIX DO PIAUÍ,-5.9324414,-42.1119867
PI,SÃO GONÇALO DO GURGUÉIA,-10.0303022,-45.3032826
PI,SÃO GONÇALO DO PIAUÍ,-5.9970067,-42.7041762
PI,SÃO JOSÉ DO DIVINO,-3.8108544,-41.8297546
PI,SÃO JOSÉ DO PEIXE,-7.4938166,-42.5661301
PI,SÃO JOSÉ DO PIAUÍ,-6.8725567,-41.4772864
PI,SÃO JOÃO DA CANABRAVA,-6.8175686,-41.3461715
PI,SÃO JOÃO DA FRONTEIRA,-3.9390215,-41.2592109
PI,SÃO JOÃO DA SERRA,-5.5163795,-41.8967078
PI,SÃO JOÃO DA VARJOTA,-6.9151806,-41.8643155
PI,SÃO JOÃO DO ARRAIAL,-3.8126524,-42.4508146
PI,SÃO JOÃO DO PIAUÍ,-8.3601426,-42.2487642
PI,SÃO JULIÃO,-7.0834413,-40.8362405
PI,SÃO LOURENÇO DO PIAUÍ,-9.1680968,-42.545289
PI,SÃO LUIS DO PIAUÍ,-6.8256095,-41.322949
PI,SÃO MIGUEL DA BAIXA GRANDE,-5.8648279,-42.1864332
PI,SÃO MIGUEL DO FIDALGO,-7.5834113,-42.3709452
PI,SÃO MIGUEL DO TAPUIO,-5.5015262,-41.3214276
PI,SÃO PEDRO DO PIAUÍ,-5.923768,-42.7195114
PI,SÃO RAIMUNDO NONATO,-9.0150522,-42.6886909
PI,TAMBORIL DO PIAUÍ,-8.4007816,-42.9112793
PI,TANQUE DO PIAUÍ,-6.5971682,-42.2840316
PI,TERESINA,-5.0896403,-42.809588
PI,UNIÃO,-4.5892553,-42.8593348
PI,URUÇUÍ,-7.2363099,-44.555387
PI,VALENÇA DO PIAUÍ,-6.4048149,-41.7382812
PI,VERA MENDES,-7.6041627,-41.4827889
PI,VILA NOVA DO PIAUÍ,-7.1429224,-40.9378562
PI,VÁRZEA BRANCA,-9.2371884,-42.9643784
PI,VÁRZEA GRANDE,-6.5460829,-42.2480401
PI,WALL FERRAZ,-7.2339199,-41.911407
PI,ÁGUA BRANCA,-5.8913922,-42.6361148
PR,ABATIÁ,-23.3052967,-50.3102532
PR,ADRIANÓPOLIS,-24.6557863,-48.9912769
PR,AGUDOS DO SUL,-25.9890808,-49.3328175
PR,ALMIRANTE TAMANDARÉ,-25.3133048,-49.2997838
PR,ALTAMIRA DO PARANÁ,-24.7988854,-52.7131879
PR,ALTO PARANÁ,-23.131247,-52.318893
PR,ALTO PARAÍSO,-23.508137,-53.728537
PR,ALTO PIQUIRI,-24.0239021,-53.4417448
PR,ALTÔNIA,-23.8722004,-53.894037
PR,ALVORADA DO SUL,-22.7807269,-51.2307721
PR,AMAPORÃ,-23.094272,-52.786597
PR,AMPÉRE,-25.9168712,-53.4742414
PR,ANAHY,-24.6450861,-53.1337957
PR,ANDIRÁ,-23.0494761,-50.2310027
PR,ANTONINA,-25.4298854,-48.7125431
PR,ANTONIO OLINTO,-25.9849006,-50.1974516
PR,APUCARANA,-23.5525327,-51.4610764
PR,ARAPONGAS,-23.4152862,-51.4293961
PR,ARAPOTI,-24.1457957,-49.8224605
PR,ARAPUÃ,-24.3079525,-51.7901941
PR,ARARUNA,-23.9320308,-52.4976047
PR,ARAUCÁRIA,-25.5861107,-49.4051209
PR,ARIRANHA DO IVAÍ,-24.3834527,-51.5876772
PR,ASSAÍ,-23.3736041,-50.8454929
PR,ASSIS CHATEAUBRIAND,-24.4054826,-53.5120468
PR,ASTORGA,-23.2350184,-51.6647074
PR,ATALAIA,-23.1513833,-52.0529697
PR,BALSA NOVA,-25.5842234,-49.6312741
PR,BANDEIRANTES,-23.107788,-50.370407
PR,BARBOSA FERRAZ,-24.0287182,-52.00811
PR,BARRA DO JACARÉ,-23.1151788,-50.1813945
PR,BARRACÃO,-26.252395,-53.6349576
PR,BELA VISTA DA CAROBA,-25.8792818,-53.6672545
PR,BELA VISTA DO PARAÍSO,-22.9948493,-51.1907996
PR,BITURUNA,-26.161281,-51.5533319
PR,BOA ESPERANÇA,-24.2411024,-52.7860277
PR,BOA ESPERANÇA DO IGUAÇU,-25.6362851,-53.2139114
PR,BOA VENTURA DE SÃO ROQUE,-24.88177,-51.5441292
PR,BOA VISTA DA APARECIDA,-25.4357216,-53.4067721
PR,BOCAIÚVA DO SUL,-25.206591,-49.114131
PR,BOM JESUS DO SUL,-26.1922507,-53.6002033
PR,BOM SUCESSO,-23.7101968,-51.7661597
PR,BOM SUCESSO DO SUL,-26.0749256,-52.8348629
PR,BORRAZÓPOLIS,-23.9399295,-51.5842203
PR,BRAGANEY,-24.8179919,-53.118506
PR,BRASILÂNDIA DO SUL,-24.1975793,-53.527551
PR,CAFEARA,-22.78905,-51.714195
PR,CAFELÂNDIA,-24.6176963,-53.3218057
PR,CAFEZAL DO SUL,-23.900508,-53.512418
PR,CALIFÓRNIA,-23.6672543,-51.3554556
PR,CAMBARÁ,-23.042273,-50.075281
PR,CAMBIRA,-23.6002773,-51.5809914
PR,CAMBÉ,-23.2782035,-51.2779583
PR,CAMPINA DA LAGOA,-24.5937926,-52.8038965
PR,CAMPINA DO SIMÃO,-25.1086375,-51.8076658
PR,CAMPINA GRANDE DO SUL,-25.3046032,-49.0545355
PR,CAMPO BONITO,-25.0328004,-52.992976
PR,CAMPO DO TENENTE,-25.9814143,-49.684518
PR,CAMPO LARGO,-25.4597726,-49.5270851
PR,CAMPO MAGRO,-25.3691533,-49.4496921
PR,CAMPO MOURÃO,-24.046329,-52.37802
PR,CANDÓI,-25.5711951,-52.051107
PR,CANTAGALO,-25.3735238,-52.1238114
PR,CAPANEMA,-25.6704878,-53.8083036
PR,CAPITÃO LEÔNIDAS MARQUES,-25.481645,-53.611238
PR,CARAMBEÍ,-24.9513298,-50.1171293
PR,CARLÓPOLIS,-23.4285011,-49.7208814
PR,CASCAVEL,-24.9554996,-53.4560544
PR,CASTRO,-24.794072,-49.9972914
PR,CATANDUVAS,-25.2043528,-53.154826
PR,CENTENÁRIO DO SUL,-22.821497,-51.5951456
PR,CERRO AZUL,-24.8245108,-49.2615181
PR,CHOPINZINHO,-25.8566167,-52.5294107
PR,CIANORTE,-23.662036,-52.6103989
PR,CIDADE GAÚCHA,-23.3816558,-52.9444098
PR,CLEVELÂNDIA,-26.404065,-52.3513972
PR,COLOMBO,-25.309460299999998,-49.18507242898573
PR,COLORADO,-22.8385097,-51.9730135
PR,CONGONHINHAS,-23.5497241,-50.5520182
PR,CONSELHEIRO MAIRINCK,-23.6229983,-50.1706779
PR,CONTENDA,-25.678811,-49.535044
PR,CORBÉLIA,-24.7951117,-53.2961804
PR,CORNÉLIO PROCÓPIO,-23.1825218,-50.6499263
PR,CORONEL DOMINGOS SOARES,-26.22394,-52.0314509
PR,CORONEL VIVIDA,-25.9803771,-52.5654277
PR,CORUMBATAÍ DO SUL,-24.100956,-52.11766
PR,CRUZ MACHADO,-26.0184626,-51.3503171
PR,CRUZEIRO DO IGUAÇU,-25.6142278,-53.1299075
PR,CRUZEIRO DO OESTE,-23.7839582,-53.0709425
PR,CRUZEIRO DO SUL,-22.9623678,-52.1625688
PR,CRUZMALTINA,-23.9930826,-51.4435583
PR,CURITIBA,-25.4295963,-49.2712724
PR,CURIÚVA,-24.0383013,-50.455484
PR,CÂNDIDO DE ABREU,-24.5747463,-51.3432207
PR,CÉU AZUL,-25.1484973,-53.8494214
PR,DIAMANTE D'OESTE,-24.9446989,-54.1028594
PR,DIAMANTE DO NORTE,-22.6565442,-52.8589113
PR,DIAMANTE DO SUL,-25.0436147,-52.6800923
PR,DOIS VIZINHOS,-25.7464681,-53.0554369
PR,DOURADINA,-23.3847331,-53.2932989
PR,DOUTOR CAMARGO,-23.5575611,-52.2185546
PR,DOUTOR ULYSSES,-24.5661713,-49.4203013
PR,ENGENHEIRO BELTRÃO,-23.7996003,-52.2592684
PR,ENTRE RIOS DO OESTE,-24.7002098,-54.2448233
PR,ENÉAS MARQUES,-25.9435584,-53.1637539
PR,ESPERANÇA NOVA,-23.7246134,-53.8105174
PR,ESPIGÃO ALTO DO IGUAÇU,-25.4223729,-52.8376411
PR,FAROL,-24.0935055,-52.6232183
PR,FAXINAL,-24.001212,-51.3222727
PR,FAZENDA RIO GRANDE,-25.645841,-49.3126653
PR,FERNANDES PINHEIRO,-25.4148066,-50.5489837
PR,FIGUEIRA,-23.8481018,-50.4059875
PR,FLOR DA SERRA DO SUL,-26.2589553,-53.308432
PR,FLORAÍ,-23.3206134,-52.3009856
PR,FLORESTA,-23.6144046,-52.0819003
PR,FLORESTÓPOLIS,-22.8663942,-51.3905121
PR,FLÓRIDA,-23.0861312,-51.9540843
PR,FORMOSA DO OESTE,-24.2966562,-53.312801
PR,FOZ DO IGUAÇU,-25.5401479,-54.5858139
PR,FOZ DO JORDÃO,-25.7377144,-52.1209188
PR,FRANCISCO ALVES,-24.0694395,-53.844348
PR,FRANCISCO BELTRÃO,-26.0790979,-53.0533527
PR,FÊNIX,-23.9169495,-51.9801443
PR,GENERAL CARNEIRO,-26.422982,-51.3146691
PR,GODOY MOREIRA,-24.1925289,-51.9232662
PR,GOIOERÊ,-24.1851885,-53.0250623
PR,GOIOXIM,-25.1987274,-51.9924229
PR,GRANDES RIOS,-24.1454626,-51.5063628
PR,GUAIRAÇÁ,-22.9352304,-52.6865101
PR,GUAMIRANGA,-25.1909033,-50.8116961
PR,GUAPIRAMA,-23.5164582,-50.0431538
PR,GUAPOREMA,-23.340218,-52.778605
PR,GUARACI,-22.970394,-51.6479769
PR,GUARANIAÇU,-25.10035,-52.867811
PR,GUARAPUAVA,-25.3950986,-51.4622016
PR,GUARAQUEÇABA,-25.2983566,-48.3290185
PR,GUARATUBA,-25.8806192,-48.5750905
PR,GUAÍRA,-24.0851924,-54.2567519
PR,HONÓRIO SERPA,-26.143149,-52.383794
PR,IBAITI,-23.8452962,-50.1905666
PR,IBEMA,-25.1192916,-53.0071928
PR,IBIPORÃ,-23.2684137,-51.0475907
PR,ICARAÍMA,-23.3948345,-53.6162036
PR,IGUARAÇU,-23.1972911,-51.8244524
PR,IGUATU,-24.7170385,-53.0865561
PR,IMBAÚ,-24.447597,-50.7557188
PR,IMBITUVA,-25.2293338,-50.6051002
PR,INAJÁ,-22.7530214,-52.1976067
PR,INDIANÓPOLIS,-23.4807249,-52.6987037
PR,INÁCIO MARTINS,-25.5725435,-51.0764637
PR,IPIRANGA,-25.0239759,-50.5854615
PR,IPORÃ,-24.0039474,-53.7100595
PR,IRACEMA DO OESTE,-24.427888,-53.3539137
PR,IRATI,-25.469663,-50.649287
PR,IRETAMA,-24.4204859,-52.1021817
PR,ITAGUAJÉ,-22.618282,-51.967351
PR,ITAIPULÂNDIA,-25.1417007,-54.2980691
PR,ITAMBARACÁ,-23.0176678,-50.406887
PR,ITAMBÉ,-23.659424,-51.9903555
PR,ITAPEJARA D'OESTE,-25.9651274,-52.8149217
PR,ITAPERUÇU,-25.21926,-49.345427
PR,ITAÚNA DO SUL,-22.7302304,-52.8854393
PR,IVAIPORÃ,-24.2433517,-51.6719268
PR,IVATUBA,-23.618722,-52.2174491
PR,IVATÉ,-23.4084656,-53.3698352
PR,IVAÍ,-25.0069795,-50.8568896
PR,JABOTI,-23.7431092,-50.0748781
PR,JACAREZINHO,-23.159115,-49.973889
PR,JAGUAPITÃ,-23.1102516,-51.5327741
PR,JAGUARIAÍVA,-24.2589699,-49.7201518
PR,JANDAIA DO SUL,-23.6003907,-51.645674
PR,JANIÓPOLIS,-24.140124,-52.77836
PR,JAPIRA,-23.8119773,-50.1397133
PR,JAPURÁ,-23.469273,-52.55572
PR,JARDIM ALEGRE,-24.1795192,-51.6927177
PR,JARDIM OLINDA,-22.5520625,-52.036373
PR,JATAIZINHO,-23.257815,-50.977748
PR,JESUÍTAS,-24.3807263,-53.3855699
PR,JOAQUIM TÁVORA,-23.4999724,-49.9232545
PR,JUNDIAÍ DO SUL,-23.4369861,-50.2478173
PR,JURANDA,-24.420866,-52.841344
PR,JUSSARA,-23.621931,-52.46931
PR,KALORÉ,-23.8242643,-51.6683666
PR,LAPA,-12.9823694,-38.5122905
PR,LARANJAL,-24.8909736,-52.4726747
PR,LARANJEIRAS DO SUL,-25.4073197,-52.4150132
PR,LEÓPOLIS,-23.0789091,-50.7501808
PR,LIDIANÓPOLIS,-24.1073464,-51.6525676
PR,LINDOESTE,-25.2608275,-53.5758136
PR,LOANDA,-22.9320944,-53.1352452
PR,LOBATO,-23.0077055,-51.9524309
PR,LONDRINA,-23.3112878,-51.1595023
PR,LUIZIANA,-24.2838237,-52.2767531
PR,LUNARDELLI,-24.0793542,-51.7421822
PR,LUPIONÓPOLIS,-22.7558205,-51.6575301
PR,MALLET,-25.8851656,-50.8268768
PR,MAMBORÊ,-24.3084433,-52.5298446
PR,MANDAGUARI,-23.5224849,-51.6787511
PR,MANDAGUAÇU,-23.3485076,-52.0966215
PR,MANDIRITUBA,-25.7772457,-49.3279107
PR,MANFRINÓPOLIS,-26.1440729,-53.3113372
PR,MANGUEIRINHA,-25.9412009,-52.1740852
PR,MANOEL RIBAS,-24.5177239,-51.6685729
PR,MARECHAL CÂNDIDO RONDON,-24.5582532,-54.0587821
PR,MARIA HELENA,-23.6139395,-53.206135
PR,MARIALVA,-23.4820987,-51.795788
PR,MARILENA,-22.7358333,-53.04
PR,MARILUZ,-24.0031216,-53.148113
PR,MARILÂNDIA DO SUL,-23.7462425,-51.3021452
PR,MARINGÁ,-23.425269,-51.9382078
PR,MARIPÁ,-24.419978,-53.828641
PR,MARIÓPOLIS,-26.3518327,-52.5491563
PR,MARMELEIRO,-26.1472,-53.026741
PR,MARQUINHO,-25.1133759,-52.2581854
PR,MARUMBI,-23.7070343,-51.6408276
PR,MATELÂNDIA,-25.2404183,-53.9835004
PR,MATINHOS,-25.8187344,-48.5342813
PR,MATO RICO,-24.7045571,-52.1493001
PR,MAUÁ DA SERRA,-23.9045517,-51.2261166
PR,MEDIANEIRA,-25.2954233,-54.0940666
PR,MERCEDES,-24.4504957,-54.1647255
PR,MIRADOR,-23.257015,-52.7756432
PR,MIRASELVA,-22.9675823,-51.4847793
PR,MISSAL,-25.0913359,-54.2476738
PR,MOREIRA SALES,-24.0509413,-53.0101722
PR,MORRETES,-25.4770051,-48.8321911
PR,MUNHOZ DE MELO,-23.0158278,-49.9540397
PR,NOSSA SENHORA DAS GRAÇAS,-22.9138823,-51.7962681
PR,NOVA ALIANÇA DO IVAÍ,-23.176271,-52.603244
PR,NOVA AMÉRICA DA COLINA,-23.3315888,-50.7182735
PR,NOVA AURORA,-24.5282336,-53.2576703
PR,NOVA CANTU,-24.6739252,-52.5731265
PR,NOVA ESPERANÇA,-23.1818437,-52.1999852
PR,NOVA ESPERANÇA DO SUDOESTE,-25.9004038,-53.2617627
PR,NOVA FÁTIMA,-23.433056,-50.5618055
PR,NOVA LARANJEIRAS,-25.305376,-52.544682
PR,NOVA LONDRINA,-22.7633621,-52.9875908
PR,NOVA OLÍMPIA,-23.4699403,-53.090112
PR,NOVA PRATA DO IGUAÇU,-25.6325323,-53.3463611
PR,NOVA SANTA BÁRBARA,-23.5860638,-50.7638011
PR,NOVA SANTA ROSA,-24.468132,-53.9547649
PR,NOVA TEBAS,-24.437958,-51.945357
PR,NOVO ITACOLOMI,-23.7632302,-51.5074087
PR,ORTIGUEIRA,-24.2088891,-50.925043
PR,OURIZONA,-23.4047001,-52.1954085
PR,OURO VERDE DO OESTE,-24.7741302,-53.906938
PR,PAIÇANDU,-23.4575884,-52.048988
PR,PALMAS,-26.483868,-51.988812
PR,PALMEIRA,-25.4269718,-49.9987787
PR,PALMITAL,-24.8842985,-52.2113941
PR,PALOTINA,-24.2839929,-53.8405463
PR,PARANACITY,-22.9304971,-52.1523164
PR,PARANAGUÁ,-25.5148822,-48.5226695
PR,PARANAPOEMA,-22.6561084,-52.0865163
PR,PARANAVAÍ,-23.08165,-52.461724
PR,PARAÍSO DO NORTE,-23.2841185,-52.6024125
PR,PATO BRAGADO,-24.6270545,-54.2264587
PR,PATO BRANCO,-26.2295984,-52.6712474
PR,PAULA FREITAS,-26.2092739,-50.936462
PR,PAULO FRONTIN,-26.0399524,-50.8337759
PR,PEABIRU,-23.9142123,-52.3455598
PR,PEROBAL,-23.894861,-53.409838
PR,PINHAIS,-25.4443488,-49.1900307
PR,PINHAL DE SÃO BENTO,-26.0326418,-53.4837511
PR,PINHALÃO,-23.7889966,-50.0577318
PR,PINHÃO,-25.6960895,-51.6566366
PR,PIRAQUARA,-25.4423273,-49.0604473
PR,PIRAÍ DO SUL,-24.5346602,-49.9399216
PR,PITANGA,-24.759586,-51.7637582
PR,PITANGUEIRAS,-23.2313428,-51.587301
PR,PIÊN,-26.0988916,-49.4297904
PR,PLANALTINA DO PARANÁ,-23.0228724,-52.9160307
PR,PLANALTO,-25.7184492,-53.767216
PR,PONTA GROSSA,-25.0891685,-50.1601812
PR,PONTAL DO PARANÁ,-25.574765,-48.3614806
PR,PORECATU,-22.753724,-51.37949
PR,PORTO AMAZONAS,-25.5494226,-49.8973805
PR,PORTO BARREIRO,-25.5466703,-52.409026
PR,PORTO RICO,-22.774742,-53.267731
PR,PORTO VITÓRIA,-26.1605673,-51.2239397
PR,PRADO FERREIRA,-23.039784,-51.4431235
PR,PRANCHITA,-26.0209403,-53.7396825
PR,PRESIDENTE CASTELO BRANCO,-23.2790844,-52.1528771
PR,PRIMEIRO DE MAIO,-22.851714,-51.029251
PR,PRUDENTÓPOLIS,-25.203358,-50.9895774
PR,PÉROLA,-23.8031666,-53.6824972
PR,PÉROLA D'OESTE,-25.827794,-53.743333
PR,QUARTO CENTENÁRIO,-24.27904,-53.075881
PR,QUATIGUÁ,-23.5669626,-49.9160315
PR,QUATRO BARRAS,-25.3708987,-49.0745672
PR,QUATRO PONTES,-24.5741062,-53.9780237
PR,QUEDAS DO IGUAÇU,-25.453001,-52.9090429
PR,QUERÊNCIA DO NORTE,-23.083758,-53.483022
PR,QUINTA DO SOL,-23.8494169,-52.1334452
PR,QUITANDINHA,-25.8737269,-49.4977717
PR,RAMILÂNDIA,-25.1190203,-54.0301175
PR,RANCHO ALEGRE,-23.070922,-50.9142676
PR,RANCHO ALEGRE D'OESTE,-24.3065214,-52.9551791
PR,REALEZA,-25.7720262,-53.5338306
PR,REBOUÇAS,-25.6259339,-50.6946598
PR,RENASCENÇA,-26.158837,-52.970349
PR,RESERVA,-24.6545336,-50.8484432
PR,RESERVA DO IGUAÇU,-25.8365103,-52.028256
PR,RIBEIRÃO CLARO,-23.1960492,-49.7568326
PR,RIBEIRÃO DO PINHAL,-23.4063092,-50.3581945
PR,RIO AZUL,-25.726644,-50.790534
PR,RIO BOM,-23.7618456,-51.4127871
PR,RIO BONITO DO IGUAÇU,-25.4903906,-52.5262069
PR,RIO BRANCO DO IVAÍ,-24.3193396,-51.3139672
PR,RIO BRANCO DO SUL,-25.1885374,-49.3119082
PR,RIO NEGRO,-26.1047668,-49.7982766
PR,ROLÂNDIA,-23.3119901,-51.3674145
PR,RONCADOR,-24.5952165,-52.2710073
PR,RONDON,-23.4171839,-52.7722221
PR,ROSÁRIO DO IVAÍ,-24.2545374,-51.2505025
PR,SABÁUDIA,-23.319019,-51.5544109
PR,SALGADO FILHO,-26.1732041,-53.3619195
PR,SALTO DO ITARARÉ,-23.6038767,-49.626581
PR,SALTO DO LONTRA,-25.7815642,-53.3085197
PR,SANTA AMÉLIA,-23.2661996,-50.4278622
PR,SANTA CECÍLIA DO PAVÃO,-23.5176577,-50.7837199
PR,SANTA CRUZ DE MONTE CASTELO,-22.9582028,-53.294859
PR,SANTA FÉ,-23.039993,-51.808014
PR,SANTA HELENA,-24.8591735,-54.3328813
PR,SANTA INÊS,-22.640225,-51.9031333
PR,SANTA ISABEL DO IVAÍ,-23.0013818,-53.1940876
PR,SANTA IZABEL DO OESTE,-25.821652,-53.480146
PR,SANTA LÚCIA,-25.4079427,-53.5677252
PR,SANTA MARIA DO OESTE,-24.9392355,-51.8712242
PR,SANTA MARIANA,-23.1499367,-50.5199587
PR,SANTA MÔNICA,-23.1085921,-53.1103971
PR,SANTA TEREZA DO OESTE,-25.0511956,-53.6161834
PR,SANTA TEREZINHA DE ITAIPU,-25.4390809,-54.4019902
PR,SANTANA DO ITARARÉ,-23.7566225,-49.6292826
PR,SANTO ANTONIO DO CAIUÁ,-22.7365132,-52.3446998
PR,SANTO ANTÔNIO DA PLATINA,-23.2957157,-50.0778957
PR,SANTO ANTÔNIO DO PARAÍSO,-23.4949247,-50.6468656
PR,SANTO ANTÔNIO DO SUDOESTE,-26.0727118,-53.725556
PR,SANTO INÁCIO,-22.6973239,-51.792679
PR,SAPOPEMA,-23.9105099,-50.5791315
PR,SARANDI,-23.444117,-51.876016
PR,SAUDADE DO IGUAÇU,-25.6915533,-52.6184857
PR,SENGÉS,-24.1141771,-49.4644197
PR,SERRANÓPOLIS DO IGUAÇU,-25.3798835,-54.0538801
PR,SERTANEJA,-23.0367627,-50.816802
PR,SERTANÓPOLIS,-23.0600434,-51.0373544
PR,SIQUEIRA CAMPOS,-23.687481,-49.830416
PR,SULINA,-25.7001327,-52.7207833
PR,SÃO CARLOS DO IVAÍ,-23.315828,-52.476143
PR,SÃO JERÔNIMO DA SERRA,-23.7221275,-50.7389164
PR,SÃO JORGE D'OESTE,-25.7086966,-52.9189882
PR,SÃO JORGE DO IVAÍ,-23.4327325,-52.2924553
PR,SÃO JORGE DO PATROCÍNIO,-23.7612908,-53.8806252
PR,SÃO JOSÉ DA BOA VISTA,-23.9171872,-49.6508016
PR,SÃO JOSÉ DAS PALMEIRAS,-24.8350864,-54.0621488
PR,SÃO JOSÉ DOS PINHAIS,-25.533816,-49.2072163
